RitualObjectRef,RitualObjectSystemId,RitualObjectID,CaseRef,RitualObject_Type,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"RO/LA/240","LA",240,"C/EGD/110","Cat","LEM","10/10/01 09:20:54","LEM","10/10/01 09:20:55"
"RO/LA/241","LA",241,"C/EGD/110","Corpse","LEM","10/10/01 09:20:56","LEM","10/10/01 09:20:57"
"RO/LA/242","LA",242,"C/EGD/110","Corpse powder","LEM","10/10/01 09:20:57","LEM","10/10/01 09:21:01"
"RO/LA/25","LA",25,"C/EGD/179","Watercress","LEM","05/21/01 16:45:17","LEM","05/21/01 16:45:20"
"RO/LA/26","LA",26,"C/EGD/179","Bannock","LEM","05/21/01 16:52:53","LEM","05/21/01 16:52:56"
"RO/LA/267","LA",267,"C/EGD/103","Wax/clay images","LEM","10/10/01 13:31:12","LEM","10/10/01 13:31:38"
"RO/LA/268","LA",268,"C/EGD/103","Toad","LEM","10/10/01 15:35:48","LEM","10/10/01 15:36:00"
"RO/LA/269","LA",269,"C/EGD/103","Urine (stale)","LEM","10/10/01 15:36:04","LEM","10/10/01 15:36:19"
"RO/LA/27","LA",27,"C/EGD/179","Corpse","LEM","05/21/01 16:57:29","LEM","05/21/01 16:57:53"
"RO/LA/270","LA",270,"C/EGD/103","Snake skin","LEM","10/10/01 15:36:54","LEM","10/10/01 15:37:06"
"RO/LA/271","LA",271,"C/EGD/107","Wax/clay images","LEM","10/10/01 15:41:20","LEM","10/10/01 15:41:22"
"RO/LA/272","LA",272,"C/EGD/107","Toad","LEM","10/10/01 15:41:22","LEM","10/10/01 15:41:26"
"RO/LA/273","LA",273,"C/EGD/107","Snake skin","LEM","10/10/01 15:41:30","LEM","10/10/01 15:41:35"
"RO/LA/274","LA",274,"C/EGD/107","Urine (stale)","LEM","10/10/01 15:41:46","LEM","10/10/01 15:41:49"
"RO/LA/279","LA",279,"C/EGD/110","Wax/clay images","LEM","10/10/01 15:48:02","LEM","10/10/01 15:48:02"
"RO/LA/280","LA",280,"C/EGD/110","Snake skin","LEM","10/10/01 15:48:03","LEM","10/10/01 15:48:07"
"RO/LA/281","LA",281,"C/EGD/110","Urine (stale)","LEM","10/10/01 15:48:07","LEM","10/10/01 15:48:11"
"RO/LA/282","LA",282,"C/EGD/110","Toad","LEM","10/10/01 15:48:12","LEM","10/10/01 15:48:14"
"RO/LA/283","LA",283,"C/EGD/108","Wax/clay images","LEM","10/10/01 15:50:46","LEM","10/10/01 15:50:47"
"RO/LA/284","LA",284,"C/EGD/108","Snake skin","LEM","10/10/01 15:51:01","LEM","10/10/01 15:51:03"
"RO/LA/285","LA",285,"C/EGD/108","Toad","LEM","10/10/01 15:51:04","LEM","10/10/01 15:51:05"
"RO/LA/286","LA",286,"C/EGD/108","Urine (stale)","LEM","10/10/01 15:51:53","LEM","10/10/01 15:51:56"
"RO/LA/287","LA",287,"C/EGD/104","Cat","LEM","10/16/01 10:10:54","LEM","10/16/01 10:10:56"
"RO/LA/288","LA",288,"C/EGD/104","Wax/clay images","LEM","10/16/01 10:10:58","LEM","10/16/01 10:11:00"
"RO/LA/289","LA",289,"C/EGD/104","Bowl","LEM","10/16/01 10:11:18","LEM","10/16/01 10:11:20"
"RO/LA/290","LA",290,"C/EGD/104","Grave earth","LEM","10/16/01 10:12:21","LEM","10/16/01 10:12:25"
"RO/LA/291","LA",291,"C/EGD/104","Corpse powder","LEM","10/16/01 10:12:27","LEM","10/16/01 10:12:29"
"RO/LA/292","LA",292,"C/EGD/104","Stones","LEM","10/16/01 10:13:08","LEM","10/16/01 10:13:12"
"RO/LA/293","LA",293,"C/EGD/104","Blood (animal)","LEM","10/16/01 10:18:57","LEM","10/16/01 10:19:00"
"RO/LA/297","LA",297,"C/EGD/1258","Thread","LEM","10/16/01 12:06:41","jhm","11/13/02 12:48:26"
"RO/LA/298","LA",298,"C/EGD/1258","Water","LEM","10/16/01 12:09:17","LEM","10/16/01 12:09:59"
"RO/LA/299","LA",299,"C/EGD/1258","Coal","LEM","10/16/01 12:10:58","LEM","10/16/01 12:11:01"
"RO/LA/3","LA",3,"C/EGD/160","Salt","LEM","05/17/01 10:53:47","LEM","05/17/01 10:53:49"
"RO/LA/300","LA",300,"C/EGD/1258","Belt","LEM","10/16/01 12:11:11","LEM","10/16/01 12:11:13"
"RO/LA/301","LA",301,"C/EGD/1258","Hair","LEM","10/16/01 12:11:54","jhm","11/13/02 12:48:44"
"RO/LA/302","LA",302,"C/EGD/1258","Potions","LEM","10/16/01 12:22:52","LEM","10/16/01 12:23:00"
"RO/LA/303","LA",303,"C/EGD/1268","Water","LEM","10/16/01 15:25:20","LEM","10/16/01 15:25:20"
"RO/LA/304","LA",304,"C/EGD/1268","Cat","LEM","10/16/01 15:25:22","LEM","10/16/01 15:25:25"
"RO/LA/305","LA",305,"C/EGD/1268","Salt water","LEM","10/16/01 15:27:55","LEM","10/16/01 15:27:59"
"RO/LA/306","LA",306,"C/EGD/1268","Salt","LEM","10/16/01 15:28:00","LEM","10/16/01 15:28:01"
"RO/LA/307","LA",307,"C/EGD/1268","Spit","LEM","10/16/01 15:28:14","LEM","10/16/01 15:28:20"
"RO/LA/308","LA",308,"C/EGD/1269","Silver","LEM","10/16/01 15:48:16","LEM","10/16/01 15:48:21"
"RO/LA/309","LA",309,"C/EGD/29","Herb","LEM","10/18/01 09:55:35","LEM","10/18/01 09:55:40"
"RO/LA/311","LA",311,"C/EGD/1278","Stones","LEM","10/18/01 12:25:33","LEM","10/18/01 12:25:34"
"RO/LA/312","LA",312,"C/EGD/1278","Water","LEM","10/18/01 12:25:35","LEM","10/18/01 12:25:37"
"RO/LA/313","LA",313,"C/EGD/1278","Herb","LEM","10/18/01 12:31:33","LEM","10/18/01 12:32:51"
"RO/LA/314","LA",314,"C/EGD/1278","Cloth","LEM","10/18/01 13:40:16","LEM","10/18/01 13:40:18"
"RO/LA/315","LA",315,"C/EGD/1339","Sieve","LEM","10/19/01 12:37:41","LEM","10/19/01 12:37:42"
"RO/LA/316","LA",316,"C/EGD/1284","Stones","LEM","10/23/01 10:46:40","LEM","10/23/01 10:46:42"
"RO/LA/317","LA",317,"C/EGD/1284","Sieve","LEM","10/23/01 10:46:44","LEM","10/23/01 10:46:47"
"RO/LA/318","LA",318,"C/EGD/1284","Iron (hot)","LEM","10/23/01 10:46:55","LEM","10/23/01 10:46:57"
"RO/LA/319","LA",319,"C/EGD/1284","Water","LEM","10/23/01 10:47:37","LEM","10/23/01 10:47:45"
"RO/LA/32","LA",32,"C/EGD/103","Cat","LEM","05/28/01 13:55:19","LEM","05/28/01 13:55:22"
"RO/LA/320","LA",320,"C/EGD/1364","Lead","LEM","10/23/01 13:04:10","jhm","11/13/02 12:28:08"
"RO/LA/321","LA",321,"C/EGD/1364","Thread","LEM","10/23/01 13:04:17","jhm","11/13/02 12:29:04"
"RO/LA/322","LA",322,"C/EGD/882","Shirt","LEM","10/23/01 14:58:00","LEM","10/23/01 14:58:02"
"RO/LA/323","LA",323,"C/EGD/963","Ale","LEM","10/23/01 15:28:48","LEM","11/14/02 10:15:04"
"RO/LA/324","LA",324,"C/EGD/963","Bannock","LEM","10/23/01 15:28:53","LEM","10/23/01 15:28:54"
"RO/LA/325","LA",325,"C/EGD/964","Bannock","LEM","10/23/01 15:52:37","LEM","10/23/01 15:52:42"
"RO/LA/326","LA",326,"C/LA/2911","Wax/clay images","LEM","11/21/01 14:52:19","LEM","11/21/01 14:52:23"
"RO/LA/327","LA",327,"C/LA/2911","Toad","LEM","11/21/01 14:52:30","LEM","11/21/01 14:52:32"
"RO/LA/328","LA",328,"C/EGD/317","Pin","LEM","11/29/01 12:16:31","LEM","11/29/01 12:16:35"
"RO/LA/329","LA",329,"C/EGD/317","Flesh","LEM","11/29/01 12:16:38","LEM","11/29/01 12:16:40"
"RO/LA/33","LA",33,"C/EGD/157","Water","LEM","06/12/01 09:46:06","LEM","06/12/01 09:46:08"
"RO/LA/330","LA",330,"C/EGD/317","Shirt","LEM","11/29/01 12:16:46","LEM","11/29/01 12:16:47"
"RO/LA/331","LA",331,"C/EGD/317","Foxtree Leaves","LEM","11/29/01 12:16:49","LEM","11/29/01 12:17:00"
"RO/LA/332","LA",332,"C/EGD/790","Bannock","LEM","11/30/01 11:52:53","LEM","11/30/01 11:52:55"
"RO/LA/333","LA",333,"C/EGD/584","Flesh","LEM","12/03/01 09:38:16","LEM","12/03/01 09:38:20"
"RO/LA/334","LA",334,"C/EGD/584","Powder","LEM","12/03/01 09:38:27","LEM","12/03/01 09:38:30"
"RO/LA/335","LA",335,"C/EGD/1727","Flesh","LEM","12/03/01 09:42:51","LEM","12/03/01 09:42:54"
"RO/LA/339","LA",339,"C/EGD/1744","Fire","LEM","01/16/02 12:40:43","LEM","01/16/02 12:40:44"
"RO/LA/340","LA",340,"C/EGD/1744","Wax/clay images","LEM","01/16/02 12:40:45","LEM","01/16/02 12:40:48"
"RO/LA/341","LA",341,"C/EGD/1773","Wax/clay images","LEM","01/30/02 13:34:59","LEM","01/30/02 13:35:01"
"RO/LA/342","LA",342,"C/EGD/1778","Hair","LEM","01/31/02 09:31:14","jhm","11/13/02 13:43:28"
"RO/LA/343","LA",343,"C/EGD/1778","Blood (animal)","LEM","01/31/02 09:31:17","LEM","01/31/02 09:31:22"
"RO/LA/344","LA",344,"C/EGD/1778","Wax/clay images","LEM","01/31/02 09:31:23","LEM","01/31/02 09:31:27"
"RO/LA/345","LA",345,"C/EGD/1774","Stones","LEM","01/31/02 09:36:30","LEM","01/31/02 09:36:31"
"RO/LA/346","LA",346,"C/EGD/1774","Blood (animal)","LEM","01/31/02 09:36:31","LEM","01/31/02 09:36:34"
"RO/LA/347","LA",347,"C/EGD/1774","Wax/clay images","LEM","01/31/02 09:36:34","LEM","01/31/02 09:36:39"
"RO/LA/348","LA",348,"C/EGD/1773","Bone","LEM","01/31/02 09:52:52","LEM","01/31/02 09:52:57"
"RO/LA/349","LA",349,"C/EGD/1773","Blood (animal)","LEM","01/31/02 09:52:58","LEM","01/31/02 09:52:59"
"RO/LA/35","LA",35,"C/EGD/157","Yarn","LEM","06/12/01 09:47:34","LEM","06/12/01 09:48:19"
"RO/LA/350","LA",350,"C/EGD/1773","Hair","LEM","01/31/02 09:53:01","jhm","11/13/02 13:43:41"
"RO/LA/351","LA",351,"C/LA/2959","Wax/clay images","LEM","01/31/02 09:56:30","LEM","01/31/02 09:56:33"
"RO/LA/352","LA",352,"C/LA/2959","Bone","LEM","01/31/02 09:56:34","LEM","01/31/02 09:56:41"
"RO/LA/353","LA",353,"C/LA/2959","Hair","LEM","01/31/02 09:56:47","jhm","11/13/02 13:44:10"
"RO/LA/354","LA",354,"C/LA/2959","Blood (animal)","LEM","01/31/02 09:56:52","LEM","01/31/02 09:56:52"
"RO/LA/355","LA",355,"C/EGD/1781","Wax/clay images","LEM","01/31/02 09:57:40","LEM","01/31/02 09:57:41"
"RO/LA/356","LA",356,"C/EGD/1781","Bone","LEM","01/31/02 09:57:41","jhm","11/13/02 15:53:02"
"RO/LA/357","LA",357,"C/EGD/1781","Hair","LEM","01/31/02 09:57:46","jhm","11/13/02 13:44:41"
"RO/LA/358","LA",358,"C/EGD/1781","Blood (animal)","LEM","01/31/02 09:57:48","LEM","01/31/02 09:57:50"
"RO/LA/359","LA",359,"C/EGD/1780","Wax/clay images","LEM","01/31/02 09:59:18","LEM","01/31/02 09:59:19"
"RO/LA/36","LA",36,"C/EGD/157","Fire","LEM","06/12/01 09:50:31","LEM","06/12/01 09:50:34"
"RO/LA/360","LA",360,"C/EGD/1780","Blood (animal)","LEM","01/31/02 09:59:20","LEM","01/31/02 09:59:21"
"RO/LA/361","LA",361,"C/EGD/1780","Hair","LEM","01/31/02 09:59:21","jhm","11/13/02 13:45:11"
"RO/LA/362","LA",362,"C/EGD/1780","Bone","LEM","01/31/02 09:59:23","jhm","10/22/02 10:50:27"
"RO/LA/363","LA",363,"C/EGD/1777","Wax/clay images","LEM","01/31/02 09:59:46","LEM","01/31/02 09:59:48"
"RO/LA/364","LA",364,"C/EGD/1777","Blood (animal)","LEM","01/31/02 09:59:49","LEM","01/31/02 09:59:50"
"RO/LA/365","LA",365,"C/EGD/1777","Bone","LEM","01/31/02 09:59:50","jhm","10/22/02 10:36:02"
"RO/LA/366","LA",366,"C/EGD/1777","Hair","LEM","01/31/02 09:59:53","jhm","11/13/02 13:45:40"
"RO/LA/368","LA",368,"C/LA/2968","Wax/clay images","LEM","01/31/02 13:19:37","LEM","01/31/02 13:19:40"
"RO/LA/369","LA",369,"C/LA/2970","Bone","LEM","01/31/02 15:01:27","jhm","11/13/02 13:47:40"
"RO/LA/37","LA",37,"C/EGD/173","Horseshoe","LEM","06/15/01 13:24:43","LEM","06/15/01 13:25:12"
"RO/LA/370","LA",370,"C/LA/2970","Hair","LEM","01/31/02 15:01:29","jhm","11/13/02 13:45:49"
"RO/LA/371","LA",371,"C/LA/2970","Blood (animal)","LEM","01/31/02 15:01:30","LEM","01/31/02 15:01:31"
"RO/LA/372","LA",372,"C/LA/2970","Wax/clay images","LEM","01/31/02 15:01:31","LEM","01/31/02 15:01:33"
"RO/LA/373","LA",373,"C/LA/2972","Wax/clay images","LEM","01/31/02 20:56:39","LEM","01/31/02 20:56:40"
"RO/LA/374","LA",374,"C/LA/2972","Bone","LEM","01/31/02 20:56:41","jhm","11/13/02 13:46:29"
"RO/LA/375","LA",375,"C/LA/2972","Hair","LEM","01/31/02 20:56:42","jhm","11/13/02 13:46:25"
"RO/LA/376","LA",376,"C/LA/2972","Blood (animal)","LEM","01/31/02 20:56:46","LEM","01/31/02 20:56:47"
"RO/LA/377","LA",377,"C/EGD/1779","Wax/clay images","LEM","01/31/02 21:08:15","LEM","01/31/02 21:08:17"
"RO/LA/378","LA",378,"C/EGD/1779","Blood (animal)","LEM","01/31/02 21:08:24","LEM","01/31/02 21:08:25"
"RO/LA/379","LA",379,"C/EGD/1779","Bone","LEM","01/31/02 21:08:25","jhm","11/13/02 13:47:47"
"RO/LA/38","LA",38,"C/EGD/1605","Stones","LEM","06/19/01 13:43:49","LEM","06/19/01 13:43:51"
"RO/LA/380","LA",380,"C/EGD/1779","Hair","LEM","01/31/02 21:08:27","jhm","11/13/02 13:47:57"
"RO/LA/381","LA",381,"C/LA/2973","Bone","LEM","01/31/02 21:23:49","jhm","11/13/02 13:48:45"
"RO/LA/382","LA",382,"C/LA/2973","Hair","LEM","01/31/02 21:23:51","jhm","11/13/02 13:48:42"
"RO/LA/383","LA",383,"C/LA/2973","Blood (animal)","LEM","01/31/02 21:23:53","LEM","01/31/02 21:23:55"
"RO/LA/384","LA",384,"C/LA/2973","Wax/clay images","LEM","01/31/02 21:23:56","LEM","01/31/02 21:23:58"
"RO/LA/385","LA",385,"C/LA/2974","Hair","LEM","01/31/02 21:35:51","jhm","11/13/02 13:49:48"
"RO/LA/386","LA",386,"C/LA/2974","Bone","LEM","01/31/02 21:35:54","jhm","11/13/02 13:49:43"
"RO/LA/387","LA",387,"C/LA/2974","Blood (animal)","LEM","01/31/02 21:35:57","LEM","01/31/02 21:35:59"
"RO/LA/388","LA",388,"C/LA/2974","Wax/clay images","LEM","01/31/02 21:35:59","LEM","01/31/02 21:36:01"
"RO/LA/389","LA",389,"C/LA/2975","Hair","LEM","02/01/02 11:23:35","jhm","11/13/02 13:50:14"
"RO/LA/39","LA",39,"C/EGD/409","Thread","LEM","07/05/01 10:34:36","jhm","11/13/02 12:49:40"
"RO/LA/390","LA",390,"C/LA/2975","Bone","LEM","02/01/02 11:23:37","LEM","02/01/02 11:23:38"
"RO/LA/391","LA",391,"C/LA/2975","Blood (animal)","LEM","02/01/02 11:23:42","LEM","02/01/02 11:23:43"
"RO/LA/392","LA",392,"C/LA/2975","Wax/clay images","LEM","02/01/02 11:23:46","LEM","02/01/02 11:23:47"
"RO/LA/393","LA",393,"C/LA/2976","Wax/clay images","LEM","02/01/02 11:46:43","LEM","02/01/02 11:46:44"
"RO/LA/394","LA",394,"C/LA/2976","Bone","LEM","02/01/02 11:46:45","LEM","02/01/02 11:46:45"
"RO/LA/395","LA",395,"C/LA/2976","Hair","LEM","02/01/02 11:46:46","jhm","11/13/02 13:50:42"
"RO/LA/396","LA",396,"C/LA/2976","Blood (animal)","LEM","02/01/02 11:46:48","LEM","02/01/02 11:46:51"
"RO/LA/397","LA",397,"C/LA/2977","Wax/clay images","LEM","02/01/02 11:57:53","LEM","02/01/02 11:57:54"
"RO/LA/398","LA",398,"C/LA/2977","Bone","LEM","02/01/02 11:57:55","LEM","02/01/02 11:57:57"
"RO/LA/399","LA",399,"C/LA/2977","Hair","LEM","02/01/02 11:57:57","jhm","11/13/02 13:51:12"
"RO/LA/4","LA",4,"C/EGD/160","Lee Penny","LEM","05/17/01 10:53:52","LEM","05/17/01 10:53:54"
"RO/LA/40","LA",40,"C/EGD/409","Oil","LEM","07/05/01 10:34:46","LEM","07/05/01 10:35:01"
"RO/LA/400","LA",400,"C/LA/2977","Blood (animal)","LEM","02/01/02 11:57:59","LEM","02/01/02 11:58:00"
"RO/LA/401","LA",401,"C/LA/2978","Bone","LEM","02/01/02 12:19:21","LEM","02/01/02 12:19:22"
"RO/LA/402","LA",402,"C/LA/2978","Hair","LEM","02/01/02 12:19:23","jhm","11/13/02 13:51:38"
"RO/LA/403","LA",403,"C/LA/2978","Blood (animal)","LEM","02/01/02 12:19:43","LEM","02/01/02 12:19:44"
"RO/LA/404","LA",404,"C/LA/2978","Wax/clay images","LEM","02/01/02 12:19:44","LEM","02/01/02 12:19:47"
"RO/LA/405","LA",405,"C/LA/2979","Wax/clay images","LEM","02/01/02 12:31:22","LEM","02/01/02 12:31:24"
"RO/LA/406","LA",406,"C/LA/2979","Bone","LEM","02/01/02 12:31:25","LEM","02/01/02 12:31:26"
"RO/LA/407","LA",407,"C/LA/2979","Blood (animal)","LEM","02/01/02 12:31:26","LEM","02/01/02 12:31:27"
"RO/LA/408","LA",408,"C/LA/2979","Hair","LEM","02/01/02 12:31:27","jhm","11/13/02 13:52:05"
"RO/LA/409","LA",409,"C/LA/2980","Wax/clay images","LEM","02/01/02 12:41:16","LEM","02/01/02 12:41:17"
"RO/LA/41","LA",41,"C/EGD/409","Egg","LEM","07/05/01 10:35:08","LEM","07/05/01 10:35:12"
"RO/LA/410","LA",410,"C/LA/2980","Bone","LEM","02/01/02 12:41:17","LEM","02/01/02 12:41:19"
"RO/LA/411","LA",411,"C/LA/2980","Blood (animal)","LEM","02/01/02 12:41:20","LEM","02/01/02 12:41:20"
"RO/LA/412","LA",412,"C/LA/2980","Hair","LEM","02/01/02 12:41:24","jhm","11/13/02 13:52:48"
"RO/LA/413","LA",413,"C/EGD/1935","Wax/clay images","LEM","02/01/02 14:35:08","LEM","02/01/02 14:35:10"
"RO/LA/414","LA",414,"C/EGD/1935","Bone","LEM","02/01/02 14:35:11","LEM","02/01/02 14:35:12"
"RO/LA/415","LA",415,"C/EGD/1935","Hair","LEM","02/01/02 14:35:13","jhm","11/13/02 13:53:29"
"RO/LA/416","LA",416,"C/EGD/1935","Blood (animal)","LEM","02/01/02 14:35:14","LEM","02/01/02 14:35:16"
"RO/LA/417","LA",417,"C/EGD/726","Wax/clay images","LEM","02/18/02 15:27:26","LEM","02/18/02 15:27:30"
"RO/LA/418","LA",418,"C/EGD/743","Leather Strap","LEM","02/18/02 15:47:32","LEM","02/18/02 15:47:37"
"RO/LA/419","LA",419,"C/EGD/743","Wax/clay images","LEM","02/18/02 15:49:04","LEM","02/18/02 15:49:12"
"RO/LA/42","LA",42,"C/EGD/409","Garlic","LEM","07/05/01 10:35:30","LEM","07/05/01 10:35:33"
"RO/LA/420","LA",420,"C/EGD/745","Hair","LEM","02/18/02 15:52:06","jhm","11/13/02 13:54:10"
"RO/LA/421","LA",421,"C/EGD/745","Belt","LEM","02/18/02 15:52:30","LEM","02/18/02 15:52:32"
"RO/LA/422","LA",422,"C/EGD/748","Frog","LEM","02/18/02 18:34:25","LEM","02/18/02 18:34:28"
"RO/LA/423","LA",423,"C/EGD/748","Water","LEM","02/18/02 18:34:57","LEM","02/18/02 18:34:58"
"RO/LA/424","LA",424,"C/EGD/746","Frog","LEM","02/18/02 18:37:14","LEM","02/18/02 18:37:19"
"RO/LA/425","LA",425,"C/EGD/747","Frog","LEM","02/18/02 18:41:06","jhm","11/13/02 15:53:12"
"RO/LA/43","LA",43,"C/EGD/409","Aqua Vitae","LEM","07/05/01 10:35:39","LEM","07/05/01 10:35:45"
"RO/LA/44","LA",44,"C/EGD/385","Salt","LEM","07/16/01 16:07:59","LEM","07/16/01 16:08:00"
"RO/LA/440","LA",440,"C/EGD/166","Cloth","LEM","04/17/02 22:25:29","LEM","04/17/02 22:25:30"
"RO/LA/441","LA",441,"C/EGD/166","Water","LEM","04/17/02 22:25:33","LEM","04/17/02 22:25:39"
"RO/LA/443","LA",443,"C/EGD/1094","Shirt","LEM","05/02/02 15:31:58","LEM","05/02/02 15:32:08"
"RO/LA/444","LA",444,"C/EGD/1094","Bannock","LEM","05/02/02 15:33:41","LEM","05/02/02 15:33:42"
"RO/LA/445","LA",445,"C/EGD/1094","Powder","LEM","05/02/02 15:33:42","LEM","05/02/02 15:33:46"
"RO/LA/446","LA",446,"C/EGD/1094","Amulet","LEM","05/02/02 15:40:33","LEM","05/02/02 15:40:47"
"RO/LA/447","LA",447,"C/EGD/1094","Nail","LEM","05/02/02 15:41:08","LEM","05/02/02 15:41:21"
"RO/LA/448","LA",448,"C/EGD/1094","Water","LEM","05/02/02 15:45:44","LEM","05/02/02 15:45:44"
"RO/LA/449","LA",449,"C/EGD/1094","Stones","LEM","05/02/02 15:55:58","LEM","05/02/02 15:56:01"
"RO/LA/450","LA",450,"C/EGD/162","Fire","LEM","05/06/02 20:14:12","LEM","05/06/02 20:14:14"
"RO/LA/451","LA",451,"C/EGD/166","Bird (dead)","LEM","05/07/02 10:34:31","LEM","05/07/02 10:34:38"
"RO/LA/452","LA",452,"C/LA/2949","Flesh","LEM","05/09/02 12:00:19","LEM","05/09/02 12:00:21"
"RO/LA/5","LA",5,"C/EGD/160","Flask of Water","LEM","05/17/01 10:54:00","LEM","05/17/01 10:54:04"
"RO/LA/501","LA",501,"C/EGD/964","Meal","LEM","06/17/02 11:03:19","LEM","06/17/02 11:03:24"
"RO/LA/502","LA",502,"C/EGD/1284","Bone","LEM","06/17/02 12:02:09","LEM","06/17/02 12:02:12"
"RO/LA/503","LA",503,"C/EGD/2264","Bannock","LEM","06/19/02 11:12:28","LEM","06/19/02 11:12:28"
"RO/LA/504","LA",504,"C/EGD/2264","Water","LEM","06/19/02 11:12:29","LEM","06/19/02 11:12:35"
"RO/LA/505","LA",505,"C/EGD/2264","Thread","LEM","06/19/02 11:12:36","jhm","11/13/02 12:50:21"
"RO/LA/506","LA",506,"C/EGD/2212","Egg","LEM","06/19/02 12:01:07","LEM","06/19/02 12:01:09"
"RO/LA/507","LA",507,"C/EGD/2212","Herb","LEM","06/19/02 12:09:41","LEM","06/19/02 12:09:44"
"RO/LA/508","LA",508,"C/EGD/2220","Sea Nut","LEM","06/19/02 14:03:52","LEM","06/19/02 14:04:17"
"RO/LA/509","LA",509,"C/EGD/2220","Hook","LEM","06/19/02 14:04:28","LEM","06/19/02 14:04:29"
