DemonicRef,DemonicSystemId,DemonicID,CaseRef,Demonic_Type,Demonic_Text,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"DP/LA/119","LA",119,"C/EGD/391","Anti-baptism",,"LEM","07/02/01 10:11:25","LEM","07/02/01 10:11:27"
"DP/LA/12","LA",12,"C/LA/2638","Sex","in her shop","LEM","05/22/01 12:17:33","LEM","05/22/01 12:17:39"
"DP/LA/120","LA",120,"C/EGD/391","Devil's Mark",,"LEM","07/02/01 10:11:28","LEM","07/02/01 10:11:30"
"DP/LA/121","LA",121,"C/EGD/391","Head and foot",,"LEM","07/02/01 10:11:31","LEM","07/02/01 10:11:33"
"DP/LA/122","LA",122,"C/EGD/391","Servant",,"LEM","07/02/01 10:11:35","LEM","07/02/01 10:11:36"
"DP/LA/123","LA",123,"C/EGD/391","Sex","nature cold","LEM","07/02/01 10:11:38","jhm","11/06/02 12:28:02"
"DP/LA/124","LA",124,"C/EGD/386","Anti-baptism",,"LEM","07/02/01 10:29:21","LEM","07/02/01 10:29:28"
"DP/LA/125","LA",125,"C/EGD/386","Devil's Mark","Shoulder","LEM","07/02/01 10:29:30","LEM","07/02/01 10:29:34"
"DP/LA/126","LA",126,"C/EGD/386","Sex",,"LEM","07/02/01 10:29:37","LEM","07/02/01 10:29:38"
"DP/LA/127","LA",127,"C/EGD/386","Want nothing",,"LEM","07/02/01 10:29:41","LEM","07/02/01 10:29:42"
"DP/LA/128","LA",128,"C/EGD/386","Servant",,"LEM","07/02/01 10:29:48","LEM","07/02/01 10:29:54"
"DP/LA/129","LA",129,"C/EGD/387","Anti-baptism",,"LEM","07/02/01 10:58:15","LEM","07/02/01 10:58:15"
"DP/LA/13","LA",13,"C/LA/2638","Sex","accomplice's house","LEM","05/22/01 12:17:43","LEM","05/22/01 12:17:51"
"DP/LA/130","LA",130,"C/EGD/387","Want nothing",,"LEM","07/02/01 10:58:19","LEM","07/02/01 10:58:19"
"DP/LA/131","LA",131,"C/EGD/387","Head and foot",,"LEM","07/02/01 10:58:23","LEM","07/02/01 10:58:24"
"DP/LA/132","LA",132,"C/EGD/387","Sex",,"LEM","07/02/01 10:58:31","LEM","07/02/01 10:58:32"
"DP/LA/133","LA",133,"C/EGD/387","Servant",,"LEM","07/02/01 10:58:34","LEM","07/02/01 10:58:35"
"DP/LA/134","LA",134,"C/EGD/398","Anti-baptism",,"LEM","07/02/01 12:16:21","LEM","07/02/01 12:16:22"
"DP/LA/135","LA",135,"C/EGD/398","Servant",,"LEM","07/02/01 12:16:25","LEM","07/02/01 12:16:25"
"DP/LA/136","LA",136,"C/EGD/398","Head and foot",,"LEM","07/02/01 12:16:26","LEM","07/02/01 12:16:26"
"DP/LA/137","LA",137,"C/EGD/1954","Anti-baptism","said she refused to do this","LEM","07/02/01 13:17:01","jhm","07/11/01 09:58:18"
"DP/LA/138","LA",138,"C/EGD/1954","Head and foot",,"LEM","07/02/01 13:17:03","LEM","07/02/01 13:17:03"
"DP/LA/139","LA",139,"C/EGD/402","Servant",,"LEM","07/02/01 13:34:47","LEM","07/02/01 13:34:48"
"DP/LA/14","LA",14,"C/LA/2638","Sex","her naiket bed","LEM","05/22/01 12:17:53","LEM","05/22/01 12:17:58"
"DP/LA/140","LA",140,"C/EGD/400","Anti-baptism",,"LEM","07/02/01 15:41:08","LEM","07/02/01 15:41:09"
"DP/LA/141","LA",141,"C/EGD/400","Head and foot",,"LEM","07/02/01 15:41:12","LEM","07/02/01 15:41:14"
"DP/LA/142","LA",142,"C/EGD/400","New name","Margaret","LEM","07/02/01 15:41:16","LEM","07/02/01 15:41:20"
"DP/LA/143","LA",143,"C/EGD/400","Servant",,"LEM","07/02/01 15:41:24","LEM","07/02/01 15:41:25"
"DP/LA/144","LA",144,"C/EGD/400","Sex",,"LEM","07/02/01 15:41:26","LEM","07/02/01 15:41:31"
"DP/LA/145","LA",145,"C/EGD/401","Anti-baptism",,"LEM","07/02/01 16:14:12","LEM","07/02/01 16:14:33"
"DP/LA/146","LA",146,"C/EGD/401","Servant",,"LEM","07/03/01 10:50:08","LEM","07/03/01 10:50:09"
"DP/LA/147","LA",147,"C/EGD/434","Anti-baptism",,"LEM","07/03/01 13:24:52","LEM","07/03/01 13:24:53"
"DP/LA/148","LA",148,"C/EGD/434","Devil's Mark","Shoulder","LEM","07/03/01 13:24:55","LEM","07/03/01 13:25:00"
"DP/LA/149","LA",149,"C/EGD/434","New name","Marie Luckifoot","LEM","07/03/01 13:25:03","LEM","06/13/02 10:04:17"
"DP/LA/15","LA",15,"C/LA/2638","New name",,"LEM","05/22/01 12:18:01","LEM","05/22/01 12:18:04"
"DP/LA/150","LA",150,"C/EGD/434","Sex",,"LEM","07/03/01 13:25:15","LEM","07/03/01 13:25:18"
"DP/LA/151","LA",151,"C/EGD/434","Servant",,"LEM","07/03/01 13:25:20","LEM","07/03/01 13:25:21"
"DP/LA/152","LA",152,"C/EGD/409","Devil's Mark",,"LEM","07/04/01 12:53:39","LEM","07/04/01 12:53:40"
"DP/LA/153","LA",153,"C/EGD/409","Servant",,"LEM","07/04/01 12:53:42","LEM","07/04/01 12:53:45"
"DP/LA/154","LA",154,"C/EGD/926","Body and soul",,"LEM","07/05/01 15:29:50","LEM","07/05/01 15:29:51"
"DP/LA/155","LA",155,"C/EGD/926","Servant",,"LEM","07/05/01 15:29:52","LEM","07/05/01 15:29:53"
"DP/LA/156","LA",156,"C/EGD/925","Body and soul",,"LEM","07/05/01 15:35:13","LEM","07/05/01 15:35:14"
"DP/LA/157","LA",157,"C/EGD/925","Servant",,"LEM","07/05/01 15:35:14","LEM","07/05/01 15:35:18"
"DP/LA/158","LA",158,"C/EGD/924","Body and soul",,"LEM","07/05/01 15:36:09","LEM","07/05/01 15:36:10"
"DP/LA/159","LA",159,"C/EGD/924","Servant",,"LEM","07/05/01 15:36:11","LEM","07/05/01 15:36:12"
"DP/LA/16","LA",16,"C/LA/2638","Devil's Mark","left shoulder","LEM","05/22/01 12:18:07","LEM","05/22/01 12:18:13"
"DP/LA/160","LA",160,"C/EGD/923","Body and soul",,"LEM","07/05/01 15:39:57","LEM","07/05/01 15:39:57"
"DP/LA/161","LA",161,"C/EGD/923","Servant",,"LEM","07/05/01 15:39:58","LEM","07/05/01 15:40:00"
"DP/LA/162","LA",162,"C/EGD/922","Body and soul",,"LEM","07/05/01 15:44:00","LEM","07/05/01 15:44:01"
"DP/LA/163","LA",163,"C/EGD/922","Servant",,"LEM","07/05/01 15:44:02","LEM","07/05/01 15:44:03"
"DP/LA/164","LA",164,"C/EGD/934","Body and soul",,"LEM","07/05/01 15:46:09","LEM","07/05/01 15:46:10"
"DP/LA/165","LA",165,"C/EGD/934","Servant",,"LEM","07/05/01 15:46:11","LEM","07/05/01 15:46:12"
"DP/LA/166","LA",166,"C/EGD/933","Body and soul",,"LEM","07/05/01 15:50:04","LEM","07/05/01 15:50:04"
"DP/LA/167","LA",167,"C/EGD/933","Servant",,"LEM","07/05/01 15:50:05","LEM","07/05/01 15:50:07"
"DP/LA/168","LA",168,"C/EGD/931","Body and soul",,"LEM","07/05/01 15:55:11","LEM","07/05/01 15:55:11"
"DP/LA/169","LA",169,"C/EGD/931","Servant",,"LEM","07/05/01 15:55:12","LEM","07/05/01 15:55:14"
"DP/LA/17","LA",17,"C/EGD/180","Servant",,"LEM","05/22/01 12:26:07","LEM","05/22/01 12:26:09"
"DP/LA/170","LA",170,"C/EGD/932","Body and soul",,"LEM","07/05/01 16:00:46","LEM","07/05/01 16:00:47"
"DP/LA/171","LA",171,"C/EGD/932","Servant",,"LEM","07/05/01 16:00:47","LEM","07/05/01 16:00:50"
"DP/LA/172","LA",172,"C/EGD/370","Head and foot",,"LEM","07/09/01 10:23:58","LEM","07/09/01 10:24:00"
"DP/LA/173","LA",173,"C/EGD/370","Want nothing",,"LEM","07/09/01 10:24:04","LEM","07/09/01 10:24:05"
"DP/LA/174","LA",174,"C/EGD/378","Servant",,"LEM","07/09/01 10:46:37","LEM","07/09/01 10:46:38"
"DP/LA/175","LA",175,"C/EGD/374","Head and foot",,"LEM","07/09/01 11:20:03","LEM","07/09/01 11:20:04"
"DP/LA/176","LA",176,"C/EGD/374","Want nothing",,"LEM","07/09/01 11:20:14","LEM","07/09/01 11:20:14"
"DP/LA/177","LA",177,"C/EGD/373","Head and foot",,"LEM","07/09/01 11:22:58","LEM","07/09/01 11:22:59"
"DP/LA/178","LA",178,"C/LA/2798","Anti-baptism",,"LEM","07/09/01 12:57:24","LEM","07/09/01 12:57:25"
"DP/LA/179","LA",179,"C/LA/2798","Devil's Mark",,"LEM","07/09/01 12:57:36","LEM","07/09/01 12:57:37"
"DP/LA/18","LA",18,"C/EGD/180","Anti-baptism","agreed to quite Christ","LEM","05/22/01 12:28:04","LEM","05/22/01 12:28:20"
"DP/LA/180","LA",180,"C/LA/2798","Want nothing",,"LEM","07/09/01 12:57:39","LEM","07/09/01 12:57:42"
"DP/LA/181","LA",181,"C/LA/2798","Servant",,"LEM","07/09/01 12:57:44","LEM","07/09/01 12:57:44"
"DP/LA/182","LA",182,"C/LA/2798","Sex",,"LEM","07/09/01 12:57:50","LEM","07/09/01 12:57:51"
"DP/LA/183","LA",183,"C/LA/2798","New name","Speed","LEM","07/09/01 12:57:51","LEM","07/09/01 12:58:00"
"DP/LA/184","LA",184,"C/EGD/373","Body and soul",,"LEM","07/09/01 13:38:24","LEM","07/09/01 13:38:25"
"DP/LA/185","LA",185,"C/EGD/392","Anti-baptism",,"LEM","07/09/01 15:34:08","LEM","07/09/01 15:34:09"
"DP/LA/186","LA",186,"C/EGD/392","Body and soul",,"LEM","07/09/01 15:34:10","LEM","07/09/01 15:34:12"
"DP/LA/187","LA",187,"C/EGD/392","Head and foot",,"LEM","07/09/01 15:34:13","LEM","07/09/01 15:34:15"
"DP/LA/188","LA",188,"C/EGD/392","Servant",,"LEM","07/09/01 15:34:17","LEM","07/09/01 15:34:18"
"DP/LA/189","LA",189,"C/EGD/392","Sex",,"LEM","07/09/01 15:34:19","LEM","07/09/01 15:34:21"
"DP/LA/19","LA",19,"C/EGD/180","Sex","beastly manner like a dog","LEM","05/22/01 12:32:01","LEM","05/22/01 12:32:11"
"DP/LA/190","LA",190,"C/EGD/408","Servant",,"LEM","07/09/01 16:18:43","LEM","07/09/01 16:18:44"
"DP/LA/191","LA",191,"C/EGD/407","Servant",,"LEM","07/09/01 16:22:41","LEM","07/09/01 16:22:43"
"DP/LA/192","LA",192,"C/EGD/407","Anti-baptism",,"LEM","07/09/01 16:22:44","LEM","07/09/01 16:22:44"
"DP/LA/193","LA",193,"C/EGD/359","Anti-baptism",,"LEM","07/10/01 09:43:08","LEM","07/10/01 09:43:09"
"DP/LA/194","LA",194,"C/EGD/359","Servant",,"LEM","07/10/01 09:43:10","LEM","07/10/01 09:43:11"
"DP/LA/195","LA",195,"C/EGD/359","Sex",,"LEM","07/10/01 09:43:11","LEM","07/10/01 09:43:17"
"DP/LA/196","LA",196,"C/EGD/360","Anti-baptism",,"LEM","07/10/01 09:59:20","LEM","07/10/01 09:59:20"
"DP/LA/197","LA",197,"C/EGD/360","Servant",,"LEM","07/10/01 09:59:22","LEM","07/10/01 09:59:22"
"DP/LA/198","LA",198,"C/EGD/360","Sex",,"LEM","07/10/01 09:59:23","LEM","07/10/01 09:59:24"
"DP/LA/199","LA",199,"C/EGD/360","Want nothing",,"LEM","07/10/01 09:59:45","LEM","07/10/01 09:59:46"
"DP/LA/2","LA",2,"C/EGD/160","Devil's Mark","on left papie","LEM","05/17/01 10:49:13","jhm","10/18/02 15:25:02"
"DP/LA/20","LA",20,"C/EGD/180","Sex","plain sex","LEM","05/22/01 12:32:22","LEM","05/22/01 12:32:28"
"DP/LA/200","LA",200,"C/EGD/404","Anti-baptism",,"LEM","07/10/01 10:04:47","LEM","07/10/01 10:04:47"
"DP/LA/201","LA",201,"C/EGD/404","Servant",,"LEM","07/10/01 10:04:48","LEM","07/10/01 10:04:50"
"DP/LA/202","LA",202,"C/EGD/404","Want nothing",,"LEM","07/10/01 10:04:51","LEM","07/10/01 10:04:51"
"DP/LA/203","LA",203,"C/EGD/404","Head and foot",,"LEM","07/10/01 10:04:53","LEM","07/10/01 10:04:54"
"DP/LA/204","LA",204,"C/EGD/404","Sex",,"LEM","07/10/01 10:04:55","LEM","07/10/01 10:04:57"
"DP/LA/205","LA",205,"C/EGD/415","Anti-baptism",,"LEM","07/10/01 10:18:26","LEM","07/10/01 10:18:27"
"DP/LA/206","LA",206,"C/EGD/415","Sex",,"LEM","07/10/01 10:18:33","LEM","07/10/01 10:18:34"
"DP/LA/207","LA",207,"C/EGD/415","Servant",,"LEM","07/10/01 10:18:35","LEM","07/10/01 10:18:35"
"DP/LA/208","LA",208,"C/EGD/415","Head and foot",,"LEM","07/10/01 10:18:37","LEM","07/10/01 10:18:37"
"DP/LA/209","LA",209,"C/EGD/415","Devil's Mark","shoulder","LEM","07/10/01 10:18:39","LEM","07/10/01 15:36:31"
"DP/LA/21","LA",21,"C/EGD/961","Anti-baptism",,"LEM","06/08/01 14:11:42","LEM","06/08/01 14:11:49"
"DP/LA/210","LA",210,"C/EGD/371","New name",,"LEM","07/10/01 16:08:52","LEM","07/10/01 16:08:53"
"DP/LA/211","LA",211,"C/EGD/378","New name","Lowkie shoulderis","LEM","07/10/01 16:14:30","LEM","07/10/01 16:16:03"
"DP/LA/212","LA",212,"C/EGD/378","Anti-baptism",,"LEM","07/10/01 16:14:38","LEM","07/10/01 16:14:39"
"DP/LA/213","LA",213,"C/EGD/366","Servant",,"LEM","07/10/01 16:18:07","LEM","07/10/01 16:18:08"
"DP/LA/214","LA",214,"C/EGD/335","Anti-baptism",,"LEM","07/10/01 16:22:50","LEM","07/10/01 16:22:51"
"DP/LA/215","LA",215,"C/EGD/335","Head and foot",,"LEM","07/10/01 16:22:51","LEM","07/10/01 16:22:52"
"DP/LA/216","LA",216,"C/EGD/335","New name","Bessie","LEM","07/10/01 16:22:53","LEM","07/10/01 16:22:58"
"DP/LA/217","LA",217,"C/LA/2770","Anti-baptism",,"LEM","07/11/01 09:48:28","LEM","07/11/01 09:48:28"
"DP/LA/218","LA",218,"C/LA/2770","Servant",,"LEM","07/11/01 09:48:29","LEM","07/11/01 09:48:30"
"DP/LA/219","LA",219,"C/LA/2770","New name","loki shorthairs","LEM","07/11/01 09:48:33","LEM","07/11/01 09:48:40"
"DP/LA/22","LA",22,"C/EGD/961","Sex",,"LEM","06/08/01 14:11:51","LEM","06/08/01 14:12:03"
"DP/LA/220","LA",220,"C/LA/2770","Sex",,"LEM","07/11/01 09:49:27","LEM","07/11/01 09:49:33"
"DP/LA/221","LA",221,"C/EGD/411","Anti-baptism",,"LEM","07/11/01 12:17:39","LEM","07/11/01 12:17:40"
"DP/LA/222","LA",222,"C/EGD/411","Servant",,"LEM","07/11/01 12:17:42","LEM","07/11/01 12:17:43"
"DP/LA/223","LA",223,"C/EGD/411","Want nothing",,"LEM","07/11/01 12:17:44","LEM","07/11/01 12:17:44"
"DP/LA/224","LA",224,"C/EGD/411","Head and foot",,"LEM","07/11/01 12:17:47","LEM","07/11/01 12:17:47"
"DP/LA/225","LA",225,"C/EGD/411","New name","Jenni","LEM","07/11/01 12:17:50","LEM","07/11/01 12:17:59"
"DP/LA/226","LA",226,"C/EGD/411","Devil's Mark","shoulder","LEM","07/11/01 12:17:59","LEM","07/11/01 12:18:05"
"DP/LA/227","LA",227,"C/EGD/411","Devil's Mark","thigh","LEM","07/11/01 12:18:06","LEM","07/11/01 12:18:14"
"DP/LA/228","LA",228,"C/EGD/364","Want nothing",,"LEM","07/16/01 13:18:53","LEM","07/16/01 13:18:54"
"DP/LA/229","LA",229,"C/EGD/364","Servant",,"LEM","07/16/01 13:18:55","LEM","07/16/01 13:18:56"
"DP/LA/23","LA",23,"C/EGD/960","Anti-baptism",,"LEM","06/08/01 14:25:24","LEM","06/08/01 14:25:25"
"DP/LA/230","LA",230,"C/EGD/364","sex",,"LEM","07/16/01 13:18:57","LEM","07/16/01 13:18:59"
"DP/LA/231","LA",231,"C/EGD/364","Devil's Mark","shoulder blade","LEM","07/16/01 13:19:03","LEM","07/16/01 13:22:07"
"DP/LA/232","LA",232,"C/EGD/1398","Sex",,"LEM","07/16/01 15:00:43","LEM","07/16/01 15:00:44"
"DP/LA/233","LA",233,"C/EGD/364","Devil's Mark","right arm","LEM","07/16/01 15:44:57","LEM","07/16/01 15:45:08"
"DP/LA/234","LA",234,"C/EGD/364","Devil's Mark","craige (throat)","LEM","07/16/01 15:45:11","jhm","11/05/02 10:01:39"
"DP/LA/235","LA",235,"C/EGD/364","New name","Bessie the Spounger","LEM","07/16/01 15:49:31","LEM","07/16/01 15:49:51"
"DP/LA/237","LA",237,"C/EGD/365","Anti-baptism",,"LEM","07/17/01 09:30:53","LEM","07/17/01 09:30:55"
"DP/LA/238","LA",238,"C/EGD/365","New name","Weill Dancing Jannet","LEM","07/17/01 09:30:56","LEM","07/17/01 09:31:15"
"DP/LA/239","LA",239,"C/EGD/365","Servant",,"LEM","07/17/01 09:31:17","LEM","07/17/01 09:31:17"
"DP/LA/24","LA",24,"C/EGD/960","Sex",,"LEM","06/08/01 14:25:31","LEM","06/08/01 14:25:47"
"DP/LA/240","LA",240,"C/EGD/365","Devil's Mark","shoulder","LEM","07/17/01 09:31:26","LEM","07/17/01 09:31:59"
"DP/LA/241","LA",241,"C/EGD/365","Sex",,"LEM","07/17/01 09:32:01","LEM","07/17/01 09:32:02"
"DP/LA/242","LA",242,"C/EGD/1398","Servant",,"LEM","07/17/01 09:54:51","LEM","07/17/01 09:55:03"
"DP/LA/243","LA",243,"C/EGD/1398","New name","Honey","LEM","07/17/01 09:55:05","LEM","07/17/01 09:56:08"
"DP/LA/244","LA",244,"C/EGD/1398","Anti-baptism",,"LEM","07/17/01 09:55:12","LEM","07/17/01 09:55:13"
"DP/LA/245","LA",245,"C/EGD/1398","New name","heart","LEM","07/17/01 09:56:13","LEM","07/17/01 09:56:28"
"DP/LA/246","LA",246,"C/EGD/1398","Devil's Mark","shoulders","LEM","07/17/01 09:56:28","LEM","07/17/01 09:56:56"
"DP/LA/247","LA",247,"C/EGD/1398","Want nothing",,"LEM","07/17/01 09:56:56","LEM","07/17/01 09:57:26"
"DP/LA/248","LA",248,"C/EGD/377","Anti-baptism",,"LEM","07/17/01 10:16:28","LEM","07/17/01 10:16:29"
"DP/LA/249","LA",249,"C/EGD/377","Servant",,"LEM","07/17/01 10:16:32","LEM","07/17/01 10:16:32"
"DP/LA/25","LA",25,"C/EGD/959","Anti-baptism",,"LEM","06/08/01 14:27:37","LEM","06/08/01 14:27:37"
"DP/LA/250","LA",250,"C/EGD/377","New name","General","LEM","07/17/01 10:16:34","jhm","11/05/02 14:47:02"
"DP/LA/251","LA",251,"C/EGD/377","Devil's Mark",,"LEM","07/17/01 10:16:40","LEM","07/17/01 10:16:41"
"DP/LA/252","LA",252,"C/EGD/377","Sex",,"LEM","07/17/01 10:16:42","LEM","07/17/01 10:16:47"
"DP/LA/253","LA",253,"C/EGD/973","Anti-baptism",,"LEM","07/18/01 12:23:50","LEM","07/18/01 12:23:51"
"DP/LA/254","LA",254,"C/EGD/973","Devil's Mark",,"LEM","07/18/01 12:23:58","LEM","07/18/01 12:23:58"
"DP/LA/255","LA",255,"C/EGD/973","Body and soul",,"LEM","07/18/01 12:24:00","LEM","07/18/01 12:24:00"
"DP/LA/256","LA",256,"C/EGD/976","Anti-baptism",,"LEM","07/18/01 12:44:53","LEM","07/18/01 12:44:53"
"DP/LA/257","LA",257,"C/EGD/976","Body and soul",,"LEM","07/18/01 12:45:00","LEM","07/18/01 12:45:01"
"DP/LA/258","LA",258,"C/EGD/1029","Devil's Mark",,"LEM","07/19/01 10:37:33","LEM","07/19/01 10:37:33"
"DP/LA/259","LA",259,"C/EGD/1029","Anti-baptism",,"LEM","07/19/01 10:37:40","LEM","07/19/01 10:37:42"
"DP/LA/26","LA",26,"C/EGD/959","Sex",,"LEM","06/08/01 14:27:38","LEM","06/08/01 14:27:43"
"DP/LA/260","LA",260,"C/EGD/1029","Servant",,"LEM","07/19/01 10:37:46","LEM","07/19/01 10:39:17"
"DP/LA/261","LA",261,"C/EGD/1026","Anti-baptism",,"LEM","07/19/01 11:03:58","LEM","07/19/01 11:03:59"
"DP/LA/262","LA",262,"C/EGD/1026","Servant",,"LEM","07/19/01 11:04:06","LEM","07/19/01 11:04:08"
"DP/LA/263","LA",263,"C/EGD/1028","Anti-baptism",,"LEM","07/19/01 11:07:12","LEM","07/19/01 11:07:12"
"DP/LA/264","LA",264,"C/EGD/1028","Servant",,"LEM","07/19/01 11:07:13","LEM","07/19/01 11:07:14"
"DP/LA/265","LA",265,"C/LA/2840","Anti-baptism",,"LEM","07/19/01 11:09:41","LEM","07/19/01 11:09:41"
"DP/LA/266","LA",266,"C/LA/2840","Servant",,"LEM","07/19/01 11:09:42","LEM","07/19/01 11:09:43"
"DP/LA/267","LA",267,"C/EGD/1039","Anti-baptism",,"LEM","07/19/01 11:12:03","LEM","07/19/01 11:12:04"
"DP/LA/268","LA",268,"C/EGD/1039","Servant",,"LEM","07/19/01 11:12:04","LEM","07/19/01 11:12:06"
"DP/LA/269","LA",269,"C/EGD/1054","Anti-baptism",,"LEM","07/19/01 12:38:39","LEM","07/19/01 12:38:40"
"DP/LA/270","LA",270,"C/EGD/1054","Devil's Mark",,"LEM","07/19/01 12:38:41","LEM","07/19/01 12:38:54"
"DP/LA/271","LA",271,"C/EGD/1054","Sex",,"LEM","07/19/01 12:38:43","LEM","07/19/01 12:38:44"
"DP/LA/3","LA",3,"C/EGD/162","Devil's Mark","Shoulder","LEM","05/18/01 12:58:45","LEM","05/18/01 12:58:51"
"DP/LA/301","LA",301,"C/EGD/576","Head and foot","foot on a cloth on the floor","LEM","09/05/01 10:28:44","LEM","09/05/01 10:28:55"
"DP/LA/302","LA",302,"C/EGD/576","Anti-baptism","this was implied by the prosecution","LEM","09/05/01 10:28:56","LEM","09/05/01 10:29:07"
"DP/LA/303","LA",303,"C/EGD/606","Anti-baptism",,"LEM","09/07/01 10:40:40","LEM","09/07/01 10:40:41"
"DP/LA/304","LA",304,"C/EGD/606","Body and soul",,"LEM","09/07/01 10:40:44","LEM","09/07/01 10:40:45"
"DP/LA/305","LA",305,"C/EGD/606","Devil's Mark","privy place","LEM","09/07/01 10:40:51","LEM","09/07/01 12:43:09"
"DP/LA/306","LA",306,"C/EGD/606","Head and foot",,"LEM","09/07/01 10:40:55","LEM","09/07/01 10:40:57"
"DP/LA/307","LA",307,"C/EGD/606","Paction",,"LEM","09/07/01 10:40:59","LEM","09/07/01 10:41:02"
"DP/LA/308","LA",308,"C/EGD/606","Servant",,"LEM","09/07/01 10:41:06","LEM","09/07/01 10:41:13"
"DP/LA/309","LA",309,"C/EGD/606","Sex","healed her painful Devil's mark","LEM","09/07/01 10:41:17","LEM","09/07/01 12:43:21"
"DP/LA/310","LA",310,"C/EGD/606","Want nothing",,"LEM","09/07/01 10:43:02","LEM","09/07/01 10:43:04"
"DP/LA/311","LA",311,"C/EGD/607","Servant",,"LEM","09/07/01 10:44:36","LEM","09/07/01 10:44:37"
"DP/LA/312","LA",312,"C/EGD/607","Anti-baptism",,"LEM","09/07/01 10:44:41","LEM","09/07/01 10:44:41"
"DP/LA/313","LA",313,"C/EGD/607","Body and soul",,"LEM","09/07/01 10:44:44","LEM","09/07/01 10:44:44"
"DP/LA/314","LA",314,"C/EGD/607","Head and foot",,"LEM","09/07/01 10:44:46","LEM","09/07/01 10:44:47"
"DP/LA/315","LA",315,"C/EGD/607","Devil's Mark","privie place","LEM","09/07/01 10:44:49","LEM","09/07/01 12:32:59"
"DP/LA/316","LA",316,"C/EGD/608","Body and soul",,"LEM","09/07/01 10:47:42","LEM","09/07/01 10:47:42"
"DP/LA/317","LA",317,"C/EGD/608","Head and foot",,"LEM","09/07/01 10:47:43","LEM","09/07/01 10:47:43"
"DP/LA/318","LA",318,"C/EGD/608","Anti-baptism",,"LEM","09/07/01 10:47:45","LEM","09/07/01 10:47:48"
"DP/LA/319","LA",319,"C/EGD/608","New name","Feyand","LEM","09/07/01 10:47:52","LEM","09/07/01 12:03:22"
"DP/LA/320","LA",320,"C/EGD/608","Servant",,"LEM","09/07/01 10:48:03","LEM","09/07/01 10:48:04"
"DP/LA/321","LA",321,"C/EGD/608","Paction",,"LEM","09/07/01 10:48:05","LEM","09/07/01 10:48:05"
"DP/LA/322","LA",322,"C/EGD/609","Paction",,"LEM","09/07/01 10:50:33","LEM","09/07/01 10:50:34"
"DP/LA/323","LA",323,"C/EGD/609","Anti-baptism",,"LEM","09/07/01 10:50:37","LEM","09/07/01 10:50:38"
"DP/LA/324","LA",324,"C/EGD/609","Body and soul",,"LEM","09/07/01 10:50:39","LEM","09/07/01 10:50:40"
"DP/LA/325","LA",325,"C/EGD/609","Head and foot",,"LEM","09/07/01 10:50:42","LEM","09/07/01 10:50:42"
"DP/LA/326","LA",326,"C/EGD/609","Devil's Mark","privie place","LEM","09/07/01 10:50:45","LEM","09/07/01 11:50:36"
"DP/LA/327","LA",327,"C/EGD/608","Sex","nature cold","LEM","09/07/01 12:04:22","LEM","09/07/01 12:04:29"
"DP/LA/328","LA",328,"C/EGD/608","Devil's Mark","privie place","LEM","09/07/01 12:04:32","LEM","09/07/01 12:04:55"
"DP/LA/329","LA",329,"C/EGD/607","Sex",,"LEM","09/07/01 12:33:02","LEM","09/07/01 12:33:26"
"DP/LA/330","LA",330,"C/EGD/607","New name","Major","LEM","09/07/01 12:34:08","LEM","09/07/01 12:34:13"
"DP/LA/332","LA",332,"C/EGD/606","New name","could remember it","LEM","09/07/01 12:43:26","LEM","09/07/01 12:43:39"
"DP/LA/334","LA",334,"C/EGD/1262","Anti-baptism",,"LEM","09/07/01 15:26:45","LEM","09/07/01 15:26:46"
"DP/LA/335","LA",335,"C/EGD/1262","Paction",,"LEM","09/07/01 15:26:47","LEM","09/07/01 15:26:48"
"DP/LA/336","LA",336,"C/EGD/1262","New name","Katharine","LEM","09/07/01 15:26:49","LEM","09/07/01 15:27:49"
"DP/LA/337","LA",337,"C/EGD/691","Anti-baptism",,"LEM","09/11/01 11:52:14","LEM","09/11/01 11:52:15"
"DP/LA/338","LA",338,"C/EGD/691","New name","Jean","LEM","09/11/01 11:52:17","LEM","09/11/01 11:52:21"
"DP/LA/339","LA",339,"C/EGD/691","Sex",,"LEM","09/11/01 11:52:34","LEM","09/11/01 11:52:37"
"DP/LA/340","LA",340,"C/EGD/694","Sex",,"LEM","09/11/01 12:08:13","LEM","09/11/01 12:08:15"
"DP/LA/341","LA",341,"C/EGD/694","Anti-baptism",,"LEM","09/11/01 12:08:16","LEM","09/11/01 12:08:17"
"DP/LA/342","LA",342,"C/EGD/694","Head and foot",,"LEM","09/11/01 12:08:19","LEM","09/11/01 12:08:20"
"DP/LA/343","LA",343,"C/EGD/694","New name","Broad back","LEM","09/11/01 12:08:22","LEM","09/11/01 12:08:52"
"DP/LA/344","LA",344,"C/EGD/693","Anti-baptism",,"LEM","09/11/01 12:59:17","LEM","09/11/01 12:59:19"
"DP/LA/345","LA",345,"C/EGD/693","Head and foot",,"LEM","09/11/01 12:59:20","LEM","09/11/01 12:59:21"
"DP/LA/346","LA",346,"C/EGD/693","Sex",,"LEM","09/11/01 12:59:26","LEM","09/11/01 12:59:27"
"DP/LA/347","LA",347,"C/EGD/692","Anti-baptism",,"LEM","09/11/01 13:06:55","LEM","09/11/01 13:06:55"
"DP/LA/348","LA",348,"C/EGD/622","Anti-baptism",,"LEM","09/11/01 13:16:14","LEM","09/11/01 13:16:15"
