DemonicRef,DemonicSystemId,DemonicID,CaseRef,Demonic_Type,Demonic_Text,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"DP/LA/561","LA",561,"C/EGD/592","Anti-baptism",,"LEM","07/09/02 17:41:22","LEM","07/09/02 17:41:23"
"DP/LA/562","LA",562,"C/EGD/592","Body and soul",,"LEM","07/09/02 17:41:25","LEM","07/09/02 17:41:31"
"DP/LA/563","LA",563,"C/EGD/817","Anti-baptism",,"LEM","07/09/02 17:42:19","LEM","07/09/02 17:42:20"
"DP/LA/564","LA",564,"C/EGD/817","Body and soul",,"LEM","07/09/02 17:42:23","LEM","07/09/02 17:42:24"
"DP/LA/565","LA",565,"C/EGD/1770","Body and soul",,"LEM","07/09/02 17:52:29","LEM","07/09/02 17:52:31"
"DP/LA/566","LA",566,"C/LA/2951","Anti-baptism",,"LEM","07/09/02 17:55:03","LEM","07/09/02 17:55:04"
"DP/LA/567","LA",567,"C/LA/2951","Body and soul",,"LEM","07/09/02 17:55:05","LEM","07/09/02 17:55:06"
"DP/LA/568","LA",568,"C/LA/2952","Anti-baptism",,"LEM","07/09/02 17:56:47","LEM","07/09/02 17:56:47"
"DP/LA/569","LA",569,"C/LA/2952","Body and soul",,"LEM","07/09/02 17:56:49","LEM","07/09/02 17:56:52"
"DP/LA/57","LA",57,"C/EGD/374","Anti-baptism",,"LEM","06/27/01 16:22:34","LEM","06/27/01 16:22:35"
"DP/LA/570","LA",570,"C/LA/3097","Paction",,"LEM","07/09/02 18:25:46","LEM","07/09/02 18:25:51"
"DP/LA/571","LA",571,"C/EGD/217","Devil's Mark","on the viens and sinews of her leg.","LEM","07/10/02 10:13:07","LEM","07/10/02 10:13:27"
"DP/LA/572","LA",572,"C/EGD/208","Devil's Mark","in her bellie","LEM","07/10/02 13:50:00","LEM","07/10/02 13:50:27"
"DP/LA/573","LA",573,"C/EGD/184","Devil's Mark",,"LEM","07/10/02 16:14:07","LEM","07/10/02 16:14:08"
"DP/LA/574","LA",574,"C/EGD/203","Servant",,"LEM","07/12/02 10:40:40","LEM","07/12/02 10:40:41"
"DP/LA/575","LA",575,"C/EGD/203","Head and foot",,"LEM","07/12/02 10:40:43","LEM","07/12/02 10:40:43"
"DP/LA/576","LA",576,"C/EGD/203","Anti-baptism",,"LEM","07/12/02 10:40:45","LEM","07/12/02 10:40:45"
"DP/LA/577","LA",577,"C/EGD/203","Devil's Mark","right side of her nose under her eye","LEM","07/12/02 10:40:47","LEM","07/12/02 10:41:09"
"DP/LA/578","LA",578,"C/EGD/204","Devil's Mark","left leg above her knee","LEM","07/12/02 12:41:06","LEM","07/12/02 12:41:33"
"DP/LA/579","LA",579,"C/EGD/204","Servant",,"LEM","07/12/02 12:41:10","LEM","07/12/02 12:41:10"
"DP/LA/58","LA",58,"C/EGD/374","Devil's Mark","shoulder","LEM","06/27/01 16:22:39","LEM","06/27/01 16:23:02"
"DP/LA/580","LA",580,"C/EGD/204","Sex",,"LEM","07/12/02 12:41:12","LEM","07/12/02 12:41:19"
"DP/LA/581","LA",581,"C/EGD/204","Anti-baptism",,"LEM","07/12/02 12:41:20","LEM","07/12/02 12:41:25"
"DP/LA/582","LA",582,"C/EGD/205","Servant",,"LEM","07/12/02 12:56:25","LEM","07/12/02 12:56:26"
"DP/LA/583","LA",583,"C/EGD/205","New name","Lydia","LEM","07/12/02 12:56:27","LEM","07/12/02 12:56:32"
"DP/LA/584","LA",584,"C/EGD/205","Anti-baptism",,"LEM","07/12/02 12:56:38","LEM","07/12/02 12:56:38"
"DP/LA/585","LA",585,"C/EGD/205","Sex",,"LEM","07/12/02 12:56:39","LEM","07/12/02 12:56:46"
"DP/LA/586","LA",586,"C/LA/3125","Devil's Mark",,"LEM","07/12/02 13:25:50","LEM","07/12/02 13:26:09"
"DP/LA/587","LA",587,"C/EGD/302","Anti-baptism",,"LEM","07/15/02 10:10:52","LEM","07/15/02 10:10:55"
"DP/LA/588","LA",588,"C/EGD/303","Servant",,"LEM","07/15/02 10:16:51","LEM","07/15/02 10:17:12"
"DP/LA/589","LA",589,"C/EGD/280","Anti-baptism",,"LEM","07/15/02 10:19:26","LEM","07/15/02 16:13:32"
"DP/LA/59","LA",59,"C/EGD/374","Servant",,"LEM","06/27/01 16:23:16","LEM","06/27/01 16:23:18"
"DP/LA/590","LA",590,"C/EGD/780","Servant",,"LEM","07/15/02 10:21:09","LEM","07/15/02 10:21:09"
"DP/LA/591","LA",591,"C/EGD/780","Anti-baptism",,"LEM","07/15/02 10:21:10","LEM","07/15/02 10:21:12"
"DP/LA/592","LA",592,"C/EGD/785","Devil's Mark","back","LEM","07/15/02 11:06:49","LEM","07/15/02 11:06:58"
"DP/LA/593","LA",593,"C/EGD/785","Servant",,"LEM","07/15/02 11:06:59","LEM","07/15/02 11:06:59"
"DP/LA/594","LA",594,"C/EGD/785","Want nothing",,"LEM","07/15/02 11:07:00","LEM","07/15/02 11:07:13"
"DP/LA/595","LA",595,"C/EGD/302","Devil's Mark",,"LEM","07/15/02 16:13:08","LEM","07/15/02 16:13:19"
"DP/LA/596","LA",596,"C/EGD/280","Devil's Mark",,"LEM","07/15/02 16:13:32","LEM","07/15/02 16:13:33"
"DP/LA/597","LA",597,"C/EGD/780","Devil's Mark",,"LEM","07/15/02 16:14:15","LEM","07/15/02 16:14:16"
"DP/LA/598","LA",598,"C/EGD/291","Servant",,"LEM","07/18/02 10:35:08","LEM","07/18/02 10:35:09"
"DP/LA/599","LA",599,"C/EGD/291","Anti-baptism",,"LEM","07/18/02 10:35:09","LEM","07/18/02 10:35:12"
"DP/LA/6","LA",6,"C/EGD/166","Servant",,"LEM","05/21/01 11:06:49","LEM","05/21/01 11:06:53"
"DP/LA/60","LA",60,"C/EGD/373","Servant",,"LEM","06/28/01 09:20:21","LEM","06/28/01 09:20:22"
"DP/LA/600","LA",600,"C/EGD/292","Devil's Mark","secret member","LEM","07/18/02 11:17:49","LEM","07/18/02 11:18:03"
"DP/LA/601","LA",601,"C/EGD/293","Sex","when a black dog lay with her in bed","LEM","07/18/02 11:54:56","LEM","07/18/02 11:55:16"
"DP/LA/602","LA",602,"C/EGD/293","Devil's Mark","Right shoulder","LEM","07/18/02 11:55:56","LEM","07/18/02 11:56:16"
"DP/LA/603","LA",603,"C/EGD/299","Anti-baptism",,"LEM","07/18/02 12:57:53","LEM","07/18/02 12:57:54"
"DP/LA/604","LA",604,"C/EGD/299","Devil's Mark",,"LEM","07/18/02 12:57:56","LEM","07/18/02 12:57:56"
"DP/LA/605","LA",605,"C/EGD/299","Sex",,"LEM","07/18/02 12:57:57","LEM","07/18/02 12:57:59"
"DP/LA/606","LA",606,"C/EGD/1379","Devil's Mark",,"LEM","07/18/02 13:02:21","LEM","07/18/02 13:02:23"
"DP/LA/607","LA",607,"C/EGD/357","Devil's Mark",,"LEM","07/18/02 13:04:01","LEM","07/18/02 13:04:03"
"DP/LA/608","LA",608,"C/LA/2950","Anti-baptism",,"LEM","07/18/02 13:06:02","LEM","07/18/02 13:06:06"
"DP/LA/609","LA",609,"C/EGD/313","Anti-baptism",,"LEM","07/18/02 17:14:01","LEM","07/18/02 17:14:01"
"DP/LA/61","LA",61,"C/EGD/373","Anti-baptism",,"LEM","06/28/01 09:20:27","LEM","06/28/01 09:20:28"
"DP/LA/610","LA",610,"C/EGD/313","New name","tried to name her Jeane, she said no","LEM","07/18/02 17:14:03","LEM","07/18/02 17:14:23"
"DP/LA/611","LA",611,"C/EGD/311","Anti-baptism",,"LEM","07/18/02 17:33:07","LEM","07/18/02 17:33:08"
"DP/LA/612","LA",612,"C/EGD/311","Sex","his body was hard and cold","LEM","07/18/02 17:33:09","LEM","07/18/02 17:33:21"
"DP/LA/613","LA",613,"C/EGD/309","Anti-baptism",,"LEM","07/18/02 17:59:54","LEM","07/18/02 18:00:01"
"DP/LA/614","LA",614,"C/EGD/309","New name","Bessie","LEM","07/18/02 18:00:02","LEM","07/18/02 18:00:09"
"DP/LA/615","LA",615,"C/EGD/309","Servant",,"LEM","07/18/02 18:00:10","LEM","07/18/02 18:00:53"
"DP/LA/616","LA",616,"C/EGD/310","Paction",,"LEM","07/18/02 18:10:06","LEM","07/18/02 18:10:07"
"DP/LA/617","LA",617,"C/EGD/310","Head and foot",,"LEM","07/18/02 18:10:08","LEM","07/18/02 18:10:09"
"DP/LA/618","LA",618,"C/EGD/310","Anti-baptism",,"LEM","07/18/02 18:10:09","LEM","07/18/02 18:10:13"
"DP/LA/619","LA",619,"C/EGD/310","New name","Jonet","LEM","07/18/02 18:10:19","LEM","07/18/02 18:10:26"
"DP/LA/62","LA",62,"C/EGD/370","Anti-baptism",,"LEM","06/28/01 09:30:14","LEM","06/28/01 09:30:16"
"DP/LA/620","LA",620,"C/EGD/310","Sex",,"LEM","07/18/02 18:10:58","LEM","07/18/02 18:11:00"
"DP/LA/621","LA",621,"C/EGD/312","Anti-baptism",,"LEM","07/18/02 18:14:54","LEM","07/18/02 18:14:54"
"DP/LA/622","LA",622,"C/EGD/312","New name","Jonet","LEM","07/18/02 18:14:55","LEM","07/18/02 18:15:03"
"DP/LA/623","LA",623,"C/EGD/319","Sex",,"LEM","07/19/02 09:30:54","LEM","07/19/02 09:30:55"
"DP/LA/624","LA",624,"C/EGD/319","Anti-baptism",,"LEM","07/19/02 09:30:59","LEM","07/19/02 09:30:59"
"DP/LA/625","LA",625,"C/EGD/319","New name","Bessie","LEM","07/19/02 09:31:00","LEM","07/19/02 09:31:04"
"DP/LA/626","LA",626,"C/EGD/319","Devil's Mark","right hand","LEM","07/19/02 09:31:05","LEM","07/19/02 09:31:11"
"DP/LA/627","LA",627,"C/EGD/319","Servant",,"LEM","07/19/02 09:31:12","LEM","07/19/02 09:31:25"
"DP/LA/628","LA",628,"C/EGD/318","Anti-baptism",,"LEM","07/19/02 09:51:38","LEM","07/19/02 09:51:39"
"DP/LA/629","LA",629,"C/EGD/791","Anti-baptism",,"LEM","07/19/02 11:07:05","LEM","07/19/02 11:07:06"
"DP/LA/63","LA",63,"C/EGD/370","Servant",,"LEM","06/28/01 09:30:17","LEM","06/28/01 09:30:18"
"DP/LA/630","LA",630,"C/EGD/791","Sex",,"LEM","07/19/02 11:07:07","LEM","07/19/02 11:07:08"
"DP/LA/631","LA",631,"C/EGD/791","Devil's Mark",,"LEM","07/19/02 11:07:09","LEM","07/19/02 11:07:10"
"DP/LA/632","LA",632,"C/EGD/791","New name",,"LEM","07/19/02 11:07:11","LEM","07/19/02 11:07:21"
"DP/LA/633","LA",633,"C/EGD/792","Anti-baptism",,"LEM","07/23/02 15:11:51","LEM","07/23/02 15:12:00"
"DP/LA/634","LA",634,"C/EGD/323","Sex",,"LEM","07/30/02 10:52:33","LEM","07/30/02 10:52:35"
"DP/LA/635","LA",635,"C/EGD/323","Devil's Mark",,"LEM","07/30/02 10:53:46","LEM","07/30/02 10:53:48"
"DP/LA/636","LA",636,"C/EGD/345","Devil's Mark","they found three","LEM","07/30/02 11:09:32","LEM","07/30/02 11:09:42"
"DP/LA/637","LA",637,"C/EGD/345","Sex",,"LEM","07/30/02 11:11:20","LEM","07/30/02 11:11:25"
"DP/LA/638","LA",638,"C/EGD/345","Anti-baptism",,"LEM","07/30/02 11:11:26","LEM","07/30/02 11:11:27"
"DP/LA/639","LA",639,"C/EGD/324","Devil's Mark","Neck","LEM","07/30/02 11:56:01","LEM","07/30/02 11:56:56"
"DP/LA/64","LA",64,"C/EGD/370","New name","Jannet Cleir Keyes","LEM","06/28/01 09:30:50","LEM","06/28/01 09:31:19"
"DP/LA/640","LA",640,"C/EGD/324","Devil's Mark","Left Shoulder","LEM","07/30/02 11:56:56","LEM","07/30/02 11:57:10"
"DP/LA/641","LA",641,"C/EGD/350","Sex",,"LEM","07/30/02 13:30:58","LEM","07/30/02 13:31:00"
"DP/LA/642","LA",642,"C/EGD/350","Anti-baptism",,"LEM","07/30/02 13:31:01","LEM","07/30/02 13:31:08"
"DP/LA/643","LA",643,"C/EGD/347","Sex",,"LEM","07/30/02 13:44:52","LEM","07/30/02 13:44:53"
"DP/LA/644","LA",644,"C/EGD/347","New name","Lapie","LEM","07/30/02 13:46:38","LEM","07/30/02 13:46:48"
"DP/LA/645","LA",645,"C/EGD/353","Devil's Mark","right shoulder, left shoulder and her heave","LEM","08/01/02 09:27:39","LEM","08/01/02 09:27:54"
"DP/LA/646","LA",646,"C/EGD/353","Anti-baptism",,"LEM","08/01/02 09:28:01","LEM","08/01/02 09:28:03"
"DP/LA/647","LA",647,"C/EGD/344","Sex",,"LEM","08/01/02 09:37:21","LEM","08/01/02 09:37:32"
"DP/LA/648","LA",648,"C/EGD/349","Devil's Mark","under her left oxter","LEM","08/01/02 09:46:44","jhm","11/05/02 09:22:10"
"DP/LA/649","LA",649,"C/EGD/343","Want nothing",,"LEM","08/01/02 09:55:29","LEM","08/01/02 09:55:32"
"DP/LA/650","LA",650,"C/EGD/343","Anti-baptism",,"LEM","08/01/02 09:55:33","LEM","08/01/02 09:55:38"
"DP/LA/651","LA",651,"C/EGD/343","Sex","in the middle of the floor","LEM","08/01/02 09:55:39","LEM","08/01/02 09:55:48"
"DP/LA/652","LA",652,"C/EGD/782","Servant",,"LEM","08/01/02 10:37:28","LEM","08/01/02 10:37:28"
"DP/LA/653","LA",653,"C/EGD/782","Devil's Mark",,"LEM","08/01/02 10:37:29","LEM","08/01/02 10:37:31"
"DP/LA/654","LA",654,"C/EGD/273","Servant",,"LEM","08/01/02 10:50:38","LEM","08/01/02 10:50:38"
"DP/LA/655","LA",655,"C/EGD/273","Anti-baptism",,"LEM","08/01/02 10:50:39","LEM","08/01/02 10:50:44"
"DP/LA/656","LA",656,"C/EGD/1830","Anti-baptism",,"LEM","08/02/02 15:09:40","LEM","08/02/02 15:09:41"
"DP/LA/657","LA",657,"C/EGD/1830","Sex",,"LEM","08/02/02 15:09:45","LEM","08/02/02 15:09:46"
"DP/LA/658","LA",658,"C/EGD/1830","New name",,"LEM","08/02/02 15:09:47","LEM","08/02/02 15:09:48"
"DP/LA/659","LA",659,"C/EGD/1829","Anti-baptism",,"LEM","08/02/02 15:11:51","LEM","08/02/02 15:11:52"
"DP/LA/660","LA",660,"C/EGD/1829","New name",,"LEM","08/02/02 15:11:58","LEM","08/02/02 15:12:00"
"DP/LA/661","LA",661,"C/EGD/1829","Sex",,"LEM","08/02/02 15:12:01","LEM","08/02/02 15:12:02"
"DP/LA/662","LA",662,"C/LA/3188","Anti-baptism",,"LEM","08/02/02 15:16:01","LEM","08/02/02 15:16:01"
"DP/LA/663","LA",663,"C/LA/3188","New name",,"LEM","08/02/02 15:16:02","LEM","08/02/02 15:16:03"
"DP/LA/664","LA",664,"C/LA/3188","Sex",,"LEM","08/02/02 15:16:04","LEM","08/02/02 15:16:05"
"DP/LA/665","LA",665,"C/LA/3189","Anti-baptism",,"LEM","08/02/02 15:17:25","LEM","08/02/02 15:17:25"
"DP/LA/666","LA",666,"C/LA/3189","New name",,"LEM","08/02/02 15:17:26","LEM","08/02/02 15:17:26"
"DP/LA/667","LA",667,"C/LA/3189","Sex",,"LEM","08/02/02 15:17:28","LEM","08/02/02 15:17:30"
"DP/LA/668","LA",668,"C/LA/3190","Anti-baptism",,"LEM","08/02/02 15:19:22","LEM","08/02/02 15:19:22"
"DP/LA/669","LA",669,"C/LA/3190","Sex",,"LEM","08/02/02 15:19:24","LEM","08/02/02 15:19:25"
"DP/LA/670","LA",670,"C/LA/3190","New name",,"LEM","08/02/02 15:19:27","LEM","08/02/02 15:19:28"
"DP/LA/671","LA",671,"C/LA/3191","Anti-baptism",,"LEM","08/02/02 15:28:45","LEM","08/02/02 15:28:46"
