Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P/ST/1329",1329,"ST","Panbride","PNB",1329,"Brechin",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1330",1330,"ST","Papa Westray","PWY",1330,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1331",1331,"ST","Parton","PAR",1331,"Rhinns","Glenken",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1332",1332,"ST","Peebles","PLS",1332,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1333",1333,"ST","Pencaitland","PCL",1333,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1334",1334,"ST","Penicuik","PCK",1334,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1335",1335,"ST","Pennersaughs","PSX",1335,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1336",1336,"ST","Penninghame","PEH",1336,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1337",1337,"ST","Penpont","PEN",1337,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1338",1338,"ST","Pentland","PLX",1338,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1339",1339,"ST","Perth","PTH",1339,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1340",1340,"ST","Peterculter","PCR",1340,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1341",1341,"ST","Peterhead","PHD",1341,"Garioch","Buchan",,,"NK",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1342",1342,"ST","Pettinain","PTT",1342,"Teviotdale","Lanark",,,"NS",950,420,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1343",1343,"ST","Petty","PET",1343,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1344",1344,"ST","Pierston","PSX",1344,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1345",1345,"ST","Pitsligo","PTS",1345,"Garioch","Boyne",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1346",1346,"ST","Pittenweem","PIT",1346,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1347",1347,"ST","Pluscardine","PCX",1347,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1348",1348,"ST","Pollock","POX",1348,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1349",1349,"ST","Polwarth","PWH",1349,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1350",1350,"ST","Port Glasgow","PTG",1350,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1351",1351,"ST","Port of Menteith","PMH",1351,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1352",1352,"ST","Portmoak","PTM",1352,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1353",1353,"ST","Portpatrick","PTP",1353,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1354",1354,"ST","Portree","POR",1354,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1355",1355,"ST","Premnay","PRM",1355,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1356",1356,"ST","Preston","PRX",1356,"South of Forth","South of Forth",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1357",1357,"ST","Preston","PKX",1357,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1358",1358,"ST","Prestonkirk","PRK",1358,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1359",1359,"ST","Prestonpans","PRP",1359,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/136",136,"ST","Kinnell","KLL",136,"Merse","Angus",,,"NO",600,500,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1360",1360,"ST","Prestwick St Nicholas","PWX",1360,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1361",1361,"ST","Quarff","QFX",1361,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1362",1362,"ST","Kilmaluoc in Raasay","RYX",1362,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1363",1363,"ST","Rafford","RAF",1363,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1364",1364,"ST","Rait","RAX",1364,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1365",1365,"ST","Rankilburn","RBX",1365,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1366",1366,"ST","Rannoch","RNX",1366,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1367",1367,"ST","Rathen","RHN",1367,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1368",1368,"ST","Rathmuriel","RUX",1368,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1369",1369,"ST","Ratho","RHO",1369,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1370",1370,"ST","Rathven","RAT",1370,"Garioch","Boyne",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1371",1371,"ST","Rattray","RTR",1371,"South of Forth","Angus",,,"NO",180,440,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1372",1372,"ST","Rayne","RAY",1372,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1373",1373,"ST","Reay","REA",1373,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1374",1374,"ST","Redgorton","RED",1374,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1375",1375,"ST","Redkirk","RKX",1375,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1376",1376,"ST","Rendall","RLX",1376,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1377",1377,"ST","Renfrew","REN",1377,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1378",1378,"ST","Rerrick","RER",1378,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1379",1379,"ST","Rescobie","RES",1379,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1380",1380,"ST","Resolis","RSS",1380,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1381",1381,"ST","Restalrig","RGX",1381,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1382",1382,"ST","Rhu","RHU",1382,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1383",1383,"ST","Rhynie","RYN",1383,"Strathspey","Strathbogie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1384",1384,"ST","Riccarton","RIC",1384,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1385",1385,"ST","Roberton","RTX",1385,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1386",1386,"ST","Roberton","ROB",1386,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1387",1387,"ST","Rodel","RDX",1387,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1388",1388,"ST","Rogart","ROG",1388,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1389",1389,"ST","Rosemarkie","RSM",1389,"Ross",,,,"NH",737,576,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1390",1390,"ST","Rosneath","RNH",1390,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1391",1391,"ST","Roslin","RIX",1391,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1392",1392,"ST","Rossie(clerach)","REX",1392,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1393",1393,"ST","Rosskeen","RSK",1393,"Ross",,,,"NH",688,693,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1394",1394,"ST","Rosyth","RHX",1394,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1395",1395,"ST","Rothes","RHS",1395,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1396",1396,"ST","Rothesay","ROT",1396,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1397",1397,"ST","Rothiemay","ROM",1397,"Strathspey","Strathbogie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1398",1398,"ST","Rothiemurchus","RMX",1398,"Strathspey","Strathspey",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1399",1399,"ST","Rousay","RSX",1399,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/140",140,"ST","Cargill","CRL",140,"South of Forth","Angus",,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1400",1400,"ST","Roxburgh","RBH",1400,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1402",1402,"ST","Ruthven","RUV",1402,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1403",1403,"ST","Ruthven","RVX",1403,"Strathspey","Strathbogie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1404",1404,"ST","Ruthwell","RWL",1404,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1405",1405,"ST","Rhynd","RYD",1405,"Merse","Gowrie",,,"NO",182,185,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1406",1406,"ST","St Andrews-Lhanbryde","SAB",1406,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1407",1407,"ST","St Andrews & Deerness","SAD",1407,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1408",1408,"ST","Saltoun","SAL",1408,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1409",1409,"ST","Sanquhar","SAN",1409,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/141",141,"ST","Scone","SCE",141,"Merse","Gowrie",,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1410",1410,"ST","St Andrews","SAW",1410,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1411",1411,"ST","St Andrews","SAX",1411,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1412",1412,"ST","Strathblane","SBL",1412,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1413",1413,"ST","St Boswells","SBO",1413,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1414",1414,"ST","Sibbaldbie","SBX",1414,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1416",1416,"ST","Strachan","SCN",1416,"Brechin",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1417",1417,"ST","Scoonie","SCO",1417,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1418",1418,"ST","St Cyrus","SCY",1418,"Merse","Mearns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1419",1419,"ST","Southdean","SDN",1419,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/142",142,"ST","Blairgowrie","BGE",142,"Merse","Gowrie",,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1420",1420,"ST","St Andrews","SDX",1420,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1421",1421,"ST","Selkirk","SEL",1421,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1422",1422,"ST","Selkirk Regis","SEX",1422,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1423",1423,"ST","Sorbie St Fillan","SFX",1423,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1424",1424,"ST","Strageith","SGX",1424,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1425",1425,"ST","Shapinsay","SHA",1425,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1426",1426,"ST","Shotts","SHO",1426,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1427",1427,"ST","Strath Fillan","SIX",1427,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1428",1428,"ST","Skene","SKE",1428,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1429",1429,"ST","Skirling","SKI",1429,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1430",1430,"ST","South Knapdale","SKN",1430,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1431",1431,"ST","Southwick","SKX",1431,"Teviotdale","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1432",1432,"ST","Slains","SLA",1432,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1433",1433,"ST","St Leonards","SLE",1433,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1434",1434,"ST","Slamannan","SLM",1434,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1435",1435,"ST","Saline","SLN",1435,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1437",1437,"ST","Sleat (Skye)","SLT",1437,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1438",1438,"ST","Strathlachlan","SLX",1438,"Morvern","Glassary",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1439",1439,"ST","St Martins","SMA",1439,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1440",1440,"ST","Smailholm","SMH",1440,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1441",1441,"ST","Small Isles","SMI",1441,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1442",1442,"ST","Slamannan","SMN",1442,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1443",1443,"ST","St Madoes","SMO",1443,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1444",1444,"ST","St Monans","SMS",1444,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1445",1445,"ST","Sorbie St Michael","SMX",1445,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1446",1446,"ST","St Ninians","SNI",1446,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1447",1447,"ST","Stromness","SNS",1447,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1448",1448,"ST","St Nicholas Aberdeen","SNX",1448,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1449",1449,"ST","Snizort (Skye)","SNZ",1449,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1450",1450,"ST","Southend","SOE",1450,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1451",1451,"ST","Stoneykirk","SOK",1451,"Rhinns","Rhinns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1452",1452,"ST","South Leith","SOL",1452,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1453",1453,"ST","Sorbie","SOR",1453,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1454",1454,"ST","Soutra","SOX",1454,"Merse","Haddington",,,"NT",450,590,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1455",1455,"ST","Speymouth","SPE",1455,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1456",1456,"ST","Spott","SPO",1456,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1457",1457,"ST","Sprouston","SPR",1457,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1458",1458,"ST","Spynie","SPY",1458,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1459",1459,"ST","St Quivox","SQX",1459,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1460",1460,"ST","Sorn","SRN",1460,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1461",1461,"ST","South Ronaldsay","SRO",1461,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1462",1462,"ST","Strathmartine","SRX",1462,"Merse","Angus",,,"NO",370,350,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1463",1463,"ST","St Andrews & St Leonards","SSL",1463,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1464",1464,"ST","Saddell & Skipness","SSS",1464,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1465",1465,"ST","Sandsting","SST",1465,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1466",1466,"ST","Stronsay","SSY",1466,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1467",1467,"ST","Stair","STA",1467,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1468",1468,"ST","Stobo","STB",1468,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1469",1469,"ST","Stracathro","STC",1469,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/147",147,"ST","Kilspindie",,147,,,,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1470",1470,"ST","Strathdon","STD",1470,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1471",1471,"ST","Stenness","STE",1471,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1472",1472,"ST","St Fergus","STF",1472,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1473",1473,"ST","Stirling","STG",1473,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1474",1474,"ST","Strath (Skye)","STH",1474,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1475",1475,"ST","Stichill","STI",1475,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1476",1476,"ST","St Mungo's","STM",1476,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1477",1477,"ST","Stenton","STN",1477,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1478",1478,"ST","Stow","STO",1478,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1479",1479,"ST","Strichen","STR",1479,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1481",1481,"ST","Straiton","STT",1481,"Teviotdale","Carrick",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1482",1482,"ST","Strachur","STU",1482,"Morvern","Glassary",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1483",1483,"ST","Stevenston","STV",1483,"Teviotdale","Kyle & Cunningham",,,"NS",270,410,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1484",1484,"ST","Stewarton","STW",1484,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1485",1485,"ST","Strowan","STX",1485,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1486",1486,"ST","Stornoway","STY",1486,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1487",1487,"ST","South Uist","SUS",1487,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1488",1488,"ST","Suddie","SUX",1488,"Ross",,,,"NH",665,546,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1489",1489,"ST","Sandwick","SWK",1489,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/149",149,"ST","Rait",,149,,,,,"NO",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1490",1490,"ST","Swinton","SWN",1490,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1491",1491,"ST","Sandwick","SWX",1491,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1492",1492,"ST","Struan","SXT",1492,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1493",1493,"ST","Symington","SYM",1493,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1494",1494,"ST","Sanday","SYX",1494,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1495",1495,"ST","Tain","TAI",1495,"Ross",,,,"NH",779,820,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1496",1496,"ST","Tannadice","TAN",1496,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1497",1497,"ST","Tarbat","TBT",1497,,,,,"NH",915,840,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1498",1498,"ST","Tarbolton","TRB",1498,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1499",1499,"ST","Tarland","TLD",1499,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1501",1501,"ST","Tarves","TAR",1501,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1502",1502,"ST","Tarvit","TVX",1502,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1504",1504,"ST","Temple","TEM",1504,"Merse",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1505",1505,"ST","Terregles","TER",1505,"Teviotdale","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1506",1506,"ST","Teviothead","TEV",1506,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
